,Unnamed: 0,Community,Id,Request,Timestamp,UserId,Reputation,Upvotes,Downvotes,S_0,P_0,S_1,P_1,S_2,P_2,S_3,P_3,S_4,P_4,S_5,P_5
111656,111659,092011 Stack Overflow,2564611,Thanks. So there is nothing in the Netbeans GUI that I can change this setting ?,2010-04-01 15:07:50,32834,1392,0,0,Thanks.,0.5192669486822649,So there is nothing in the Netbeans GUI that I can change this setting ?,0.45910554873097653,document,0.4891862487066207,0,0.0,0,0.0,0,0.0
143580,143584,092011 Stack Overflow,3438785,"If I understand correctly, a 64-bit OS can handle more memory than a 32-bit one, right? So if I have a 64-bit OS, PHP would be able to use as much as the OS can give it - PHP itself isn't 32-bit?",2010-07-23 11:22:23,4376,7087,826,44,"If I understand correctly, a 64-bit OS can handle more memory than a 32-bit one, right?",0.5803173586197286,"So if I have a 64-bit OS, PHP would be able to use as much as the OS can give it - PHP itself isn't 32-bit?",0.7071783653638931,document,0.6437478619918109,0,0.0,0,0.0,0,0.0
77410,77413,092011 Stack Overflow,1579144,"how is texture blending done?  do the files need to be .pngs for this to work, or do .jpgs suffice?",2009-11-09 19:33:27,189320,234,38,1,how is texture blending done?,0.43351145757720566,"do the files need to be .pngs for this to work, or do .jpgs suffice?",0.4637433489268022,document,0.4486274032520039,0,0.0,0,0.0,0,0.0
283017,283023,092011 Stack Overflow,6981414,Thanks gmadd. Any pointers as to how?,2011-05-17 20:05:49,756899,1,0,0,Thanks gmadd.,0.439007418522547,Any pointers as to how?,0.43818102205259607,document,0.43859422028757156,0,0.0,0,0.0,0,0.0
102390,102393,092011 Stack Overflow,2302826,@mtrw I sent binary data and Hyper Terminal shows them with strange characters. Is there a way to convert them in a numeric format?,2010-02-25 08:22:06,269821,1420,62,3,@mtrw I sent binary data and Hyper Terminal shows them with strange characters.,0.439007418522547,Is there a way to convert them in a numeric format?,0.5726761196954678,document,0.5058417691090074,0,0.0,0,0.0,0,0.0
303877,303883,092011 Stack Overflow,7500335,What are the class labels precisely? How many features/attributes do you have?,2011-06-18 20:15:21,420055,2181,1360,24,What are the class labels precisely?,0.47112273147844563,How many features/attributes do you have?,0.44735638664475286,document,0.45923955906159925,0,0.0,0,0.0,0,0.0
117080,117083,092011 Stack Overflow,2714848,"DateTime.TryParseExact will need a format, but I donot want to put any format restrictions. SQL server detects ""March 16-17"" as invalid date format, can't we use this in C#?",2010-04-22 18:04:36,120322,446,377,5,"DateTime.TryParseExact will need a format, but I donot want to put any format restrictions.",0.49117698843218177,"SQL server detects ""March 16-17"" as invalid date format, can't we use this in C#?",0.42336214349205686,document,0.4572695659621193,0,0.0,0,0.0,0,0.0
164656,164660,092011 Stack Overflow,4007785,What kind of validation are you looking to do? Just verify that they're representing a business?,2010-09-24 01:26:09,23897,22421,1394,1714,What kind of validation are you looking to do?,0.3664169555160116,Just verify that they're representing a business?,0.3931332908095453,document,0.37977512316277845,0,0.0,0,0.0,0,0.0
38656,38657,092011 Stack Overflow,363488,"String ""c++ is fun"" when encoded by escape(s).split(""%20"").join(""+"") is ""c+++is+fun"", which is impossible to decode to the original.  Pluses need to be swapped for %2B's first, right?",2009-02-15 23:41:18,62255,1648,459,20,"String ""c++ is fun"" when encoded by escape(s).split(""%20"").join(""+"") is ""c+++is+fun"", which is impossible to decode to the original.",0.3747279786372416,"Pluses need to be swapped for %2B's first, right?",0.4486387527806816,document,0.4116833657089616,0,0.0,0,0.0,0,0.0
123758,123762,092011 Stack Overflow,2901442,`DateUtils`? Is that part of std JDK or is it a library like Joda time?,2010-05-18 13:41:43,194982,3232,783,17,`DateUtils`?,0.42533447088397214,Is that part of std JDK or is it a library like Joda time?,0.5912093525012622,document,0.5082719116926171,0,0.0,0,0.0,0,0.0
302971,302977,092011 Stack Overflow,7478035,what would you suggest then? I can use a lock inside the class to make sure the static constructor only runs once but I doubt it will gain any performance benefit over Activator.CreateInstance<T>()?,2011-06-17 07:57:53,133212,281,22,6,what would you suggest then?,0.5088912704573765,I can use a lock inside the class to make sure the static constructor only runs once but I doubt it will gain any performance benefit over Activator.CreateInstance<T>()?,0.6872233022385479,document,0.5980572863479622,0,0.0,0,0.0,0,0.0
315917,315923,092011 Stack Overflow,7796798,"{DataSet output = new DataSet(); output.Tables.Add(dtGroupedBy);} i want this dataset data in array while my date format is {string dateformat = String.Format(""{0:dddd MMM d}"", date);} then your linq method would still work for it?",2011-07-07 06:27:14,829429,12,1,0,"{DataSet output = new DataSet(); output.Tables.Add(dtGroupedBy);} i want this dataset data in array while my date format is {string dateformat = String.Format(""{0:dddd MMM d}"", date);} then your linq method would still work for it?",0.3884669977189794,document,0.3884669977189794,0,0.0,0,0.0,0,0.0,0,0.0
212727,212731,092011 Stack Overflow,5250155,"Why is the program working while ""c"" is of type ""int""? Doesn't the statement ""input_line[0]"" return a ""char""?!",2011-01-20 14:27:29,847736,166,101,0,"Why is the program working while ""c"" is of type ""int""?",0.20179142699487818,"Doesn't the statement ""input_line[0]"" return a ""char""?",0.20613311828402409,!,0.439007418522547,document,0.28231065460048305,0,0.0,0,0.0
357024,357033,092011 Super User,52880,Thanks Doug! Did you type every single space to make the top output aligned so well?,2009-10-05 21:11:47,9265,1740,266,0,Thanks Doug!,0.439007418522547,Did you type every single space to make the top output aligned so well?,0.5309270444803044,document,0.4849672315014257,0,0.0,0,0.0,0,0.0
285263,285269,092011 Stack Overflow,7036887,"@Tomalak Does this mean that all variables of a given scope, are allocated when entering the scope, no matter where they are declared inside the scope? Like in {foo(); bar(); int a;}, a would plop into existence before foo() is called?",2011-05-20 17:21:33,761754,356,0,0,"@Tomalak Does this mean that all variables of a given scope, are allocated when entering the scope, no matter where they are declared inside the scope?",0.3728999375781209,"Like in {foo(); bar(); int a;}, a would plop into existence before foo() is called?",0.46981346863704065,document,0.4213567031075808,0,0.0,0,0.0,0,0.0
127818,127822,092011 Stack Overflow,3013373,"very strange, what does your server say? Does it receive the request from Firefox?",2010-06-02 07:47:31,305000,34188,1135,298,"very strange, what does your server say?",0.38022381516321874,Does it receive the request from Firefox?,0.4831888760412341,document,0.4317063456022264,0,0.0,0,0.0,0,0.0
106146,106149,092011 Stack Overflow,2409923,"If you are new to it and lack motivation, perhaps you should take up another line of work, one you are motivated about without having to seek others support.  Seriously, if you can't motivate yourself at the beginning, why not do something else ?",2010-03-11 16:19:42,44309,17935,112,37,"If you are new to it and lack motivation, perhaps you should take up another line of work, one you are motivated about without having to seek others support.",0.3931611872966229,"Seriously, if you can't motivate yourself at the beginning, why not do something else ?",0.242367138400112,document,0.31776416284836745,0,0.0,0,0.0,0,0.0
272819,272825,092011 Stack Overflow,6732464,how did you initialize your client database? did you use the Local Database Cache Wizard to generate the Sync Fx code or did you hand code them?,2011-05-02 14:33:42,671048,626,1,0,how did you initialize your client database?,0.4761611924902524,did you use the Local Database Cache Wizard to generate the Sync Fx code or did you hand code them?,0.3650841496191508,document,0.42062267105470164,0,0.0,0,0.0,0,0.0
51049,51050,092011 Stack Overflow,762324,"hmm, thanks Paul. Yeah, I'd really say its the elegance of MS's implementation which makes it so useful..?",2009-06-05 02:40:37,62653,1395,650,12,"hmm, thanks Paul.",0.5066190502772034,"Yeah, I'd really say its the elegance of MS's implementation which makes it so useful..?",0.519997983465303,document,0.5133085168712532,0,0.0,0,0.0,0,0.0
64975,64977,092011 Stack Overflow,1199147,how do you call the javascript? does the getElementById yield a valid element?,2009-09-01 11:06:18,25427,3594,1055,32,how do you call the javascript?,0.4711991366780735,does the getElementById yield a valid element?,0.5266361203692476,document,0.4989176285236605,0,0.0,0,0.0,0,0.0
75596,75599,092011 Stack Overflow,1523293,"In my .zshrc I have 'autoload -U compinit' then 'compinit' on a separate line, and completions work fine for me. Are you running a single command, or is the formatting confusing me?",2009-10-30 20:13:22,144846,2520,109,11,"In my .zshrc I have 'autoload -U compinit' then 'compinit' on a separate line, and completions work fine for me.",0.6073236257584523,"Are you running a single command, or is the formatting confusing me?",0.49160559266981885,document,0.5494646092141355,0,0.0,0,0.0,0,0.0
47053,47054,092011 Stack Overflow,635109,did you get it working?  Can you post what you did?,2009-05-05 18:56:40,35697,224,28,4,did you get it working?,0.40327352387489174,Can you post what you did?,0.5726200219827376,document,0.4879467729288147,0,0.0,0,0.0,0,0.0
164921,164925,092011 Stack Overflow,4014186,"thanks kenny, to display the number of results I changed your count(*) to COUNT(reply_chunk_id) and used $row2['COUNT(reply_chunk_id)']; to display it. Is that the proper way of doing it?",2010-09-24 16:05:40,301121,1304,350,21,"thanks kenny, to display the number of results I changed your count(*) to COUNT(reply_chunk_id) and used $row2['COUNT(reply_chunk_id)']; to display it.",0.5,Is that the proper way of doing it?,0.4344174432890634,document,0.4672087216445317,0,0.0,0,0.0,0,0.0
246351,246355,092011 Stack Overflow,6084772,Do you really think it would be worth it to mix MVC into such a already complex project?  What is MVC going to give me?,2011-03-21 18:55:04,108010,494,36,7,Do you really think it would be worth it to mix MVC into such a already complex project?,0.4490126835100697,What is MVC going to give me?,0.3348831932621111,document,0.3919479383860904,0,0.0,0,0.0,0,0.0
46559,46560,092011 Stack Overflow,619423,"I think the code is fine, suspecting a VC++ bug. Maybe try with this: template<class U> static No test( U (*)() ); or with a name for the parameter (maybe it chokes because the parameter has no name?).",2009-05-01 00:08:44,34509,125661,4395,1182,"I think the code is fine, suspecting a VC++ bug.",0.5921068058264463,Maybe try with this: template<class U> static No test( U (*)() ); or with a name for the parameter (maybe it chokes because the parameter has no name?,0.5226991481996834,).,0.5083021601203159,document,0.5410360380488152,0,0.0,0,0.0
119853,119856,092011 Stack Overflow,2790442,"So you mean each individual image would be an instance of UIImageView? And if so, it'd be the underlying view object that is reacting to the user commands (touchesmove, etc)?",2010-05-03 14:39:14,232018,1068,84,1,So you mean each individual image would be an instance of UIImageView?,0.44007282261467856,"And if so, it'd be the underlying view object that is reacting to the user commands (touchesmove, etc)?",0.5944732204344491,document,0.5172730215245638,0,0.0,0,0.0,0,0.0
257586,257590,092011 Stack Overflow,6357040,Parse it how? which parts do you need ?,2011-04-07 19:00:50,688411,2944,130,30,Parse it how?,0.439007418522547,which parts do you need ?,0.4199238447651867,document,0.42946563164386686,0,0.0,0,0.0,0,0.0
56203,56205,092011 Stack Overflow,926182,Seems like good advice.  Any specific module recommendations?,2009-07-10 17:40:36,97235,2525,119,15,Seems like good advice.,0.439007418522547,Any specific module recommendations?,0.439007418522547,document,0.439007418522547,0,0.0,0,0.0,0,0.0
8876,8876,092011 Game Development,23798,"So the end leaf isn't each possible end leaf (at the smallest grid size), it's the end-leaf for that iteration, based on the distance, so some may be 16x16 and distant ones may be 256x256 (or whatever)? Doesn't that mean that everytime the quadtree changes, the patches have to be placed and scaled again?",2011-08-08 09:18:09,9115,148,1,0,"So the end leaf isn't each possible end leaf (at the smallest grid size), it's the end-leaf for that iteration, based on the distance, so some may be 16x16 and distant ones may be 256x256 (or whatever)?",0.6353915700361851,"Doesn't that mean that everytime the quadtree changes, the patches have to be placed and scaled again?",0.3415151219696677,document,0.4884533460029264,0,0.0,0,0.0,0,0.0
238728,238732,092011 Stack Overflow,5898537,"You would have to `event.preventDefault()` so that the form doesn't actually get submitted. Also, what is not working?",2011-03-09 00:55:22,532978,1905,200,6,You would have to `event.preventDefault()` so that the form doesn't actually get submitted.,0.3947275940133152,"Also, what is not working?",0.33323284257210417,document,0.36398021829270966,0,0.0,0,0.0,0,0.0
347844,347852,092011 Stack Overflow,8575231,"See the escaping rules in the manual: http://www.php.net/manual/en/language.types.string.php#language.types.string.syntax.double -- The actual issue with your example is that the parser was expecting PHP3-style array syntax `print ""$config[xxx]"";` which is valid within the double quotes. -- Also what is the actual purpose of your snippet?",2011-08-22 14:40:49,345031,30422,6278,416,"See the escaping rules in the manual: http://www.php.net/manual/en/language.types.string.php#language.types.string.syntax.double -- The actual issue with your example is that the parser was expecting PHP3-style array syntax `print ""$config[xxx]"";` which is valid within the double quotes.",0.44093951199258413,-- Also what is the actual purpose of your snippet?,0.2947747571384305,document,0.3678571345655073,0,0.0,0,0.0,0,0.0
348321,348329,092011 Stack Overflow,8586174,@somecallmemike So is the question answered? Which solution worked for you?,2011-08-23 05:01:42,283366,15048,1297,174,@somecallmemike So is the question answered?,0.39931744080467774,Which solution worked for you?,0.44190102416209637,document,0.42060923248338705,0,0.0,0,0.0,0,0.0
218805,218809,092011 Stack Overflow,5406841,"How many nodes do you have in the list? What exactly is ""slow"" - how long it takes to do something?",2011-02-01 16:12:20,16673,6950,2821,763,How many nodes do you have in the list?,0.42813496614401303,"What exactly is ""slow"" - how long it takes to do something?",0.1704135410413937,document,0.2992742535927034,0,0.0,0,0.0,0,0.0
171208,171212,092011 Stack Overflow,4176727,What do you mean 'using auto-generated templates'?  Like a language for defining how a robot should scrape a specific page or site?,2010-10-12 17:00:00,78716,1215,17,4,What do you mean 'using auto-generated templates'?,0.3019745011217664,Like a language for defining how a robot should scrape a specific page or site?,0.46644733075049677,document,0.38421091593613155,0,0.0,0,0.0,0,0.0
301058,301064,092011 Stack Overflow,7430789,Yew they are existed but the one variable is double.. is that a problem??,2011-06-14 20:35:46,798353,6,0,0,Yew they are existed but the one variable is double.. is that a problem?,0.3530757312803071,?,0.439007418522547,document,0.39604157490142705,0,0.0,0,0.0,0,0.0
343160,343167,092011 Stack Overflow,8462553,I'm afraid it's going to be really tough to answer this one without some code to refer to. Can you post some of your markup (specifically where you're including any JavaScript) and the JavaScript that you're trying to execute on load?,2011-08-16 00:40:50,613828,284,2,0,I'm afraid it's going to be really tough to answer this one without some code to refer to.,0.24833308730654005,Can you post some of your markup (specifically where you're including any JavaScript) and the JavaScript that you're trying to execute on load?,0.5,document,0.37416654365327,0,0.0,0,0.0,0,0.0
286769,286775,092011 Stack Overflow,7075932,"but `Initializations` is never used -- it is not to create this object, but just to hide everything.  So is not using any variable good or is there any motivation to add a variable?",2011-05-23 20:57:26,325418,13335,943,29,"but `Initializations` is never used -- it is not to create this object, but just to hide everything.",0.42519552872541566,So is not using any variable good or is there any motivation to add a variable?,0.6176301513218836,document,0.5214128400236496,0,0.0,0,0.0,0,0.0
141585,141589,092011 Stack Overflow,3385788,I have - working and can test for negative numbers. But what about an apostrophe in like a name O'Finnegan?,2010-07-17 18:39:04,377114,98,0,0,I have - working and can test for negative numbers.,0.48261001482144156,But what about an apostrophe in like a name O'Finnegan?,0.5,document,0.4913050074107208,0,0.0,0,0.0,0,0.0
46389,46390,092011 Stack Overflow,614242,"Uh-oh. Well, maybe you need reinterpret_cast instead of static_cast, then?",2009-04-29 20:38:51,19254,4032,435,8,Uh-oh.,0.439007418522547,"Well, maybe you need reinterpret_cast instead of static_cast, then?",0.2776023871287912,document,0.35830490282566907,0,0.0,0,0.0,0,0.0
98158,98161,092011 Stack Overflow,2185521,"@sheepsimulator: Every product is user-facing, otherwise there would be no point in developing the product. In other words, if there's no one to use the product, why develop it?",2010-02-09 16:04:55,45914,60255,1138,799,"@sheepsimulator: Every product is user-facing, otherwise there would be no point in developing the product.",0.4833780700550302,"In other words, if there's no one to use the product, why develop it?",0.22227385235917543,document,0.3528259612071028,0,0.0,0,0.0,0,0.0
287310,287316,092011 Stack Overflow,7090688,Could you place the editted line here? Which comma?,2011-05-24 16:09:50,768072,9,0,0,Could you place the editted line here?,0.5429145805042702,Which comma?,0.439007418522547,document,0.4909609995134086,0,0.0,0,0.0,0,0.0
8867,8867,092011 Game Development,23283,"@Blue Raja: That was pretty much my guess. The last question being: if it is not an engine, then the gameloop is left out and not provided for you?",2011-08-01 22:10:04,3408,128,1,0,@Blue Raja: That was pretty much my guess.,0.439007418522547,"The last question being: if it is not an engine, then the gameloop is left out and not provided for you?",0.32255724059568164,document,0.3807823295591143,0,0.0,0,0.0,0,0.0
138353,138357,092011 Stack Overflow,3298140,"The doubled hash trick looks very nice and seems to work for me, but to my surprise perldata doesn't actually say what happens when a hash is assigned a list containing duplicate keys.  Do you have any documentation for it?",2010-07-08 02:15:47,47984,15553,4076,228,"The doubled hash trick looks very nice and seems to work for me, but to my surprise perldata doesn't actually say what happens when a hash is assigned a list containing duplicate keys.",0.5341689408587127,Do you have any documentation for it?,0.5374282103700734,document,0.535798575614393,0,0.0,0,0.0,0,0.0
184779,184783,092011 Stack Overflow,4534898,"By the way, what is the significance of using the fully qualified type name? Why does this make a difference?",2010-11-16 14:55:33,69253,638,166,3,"By the way, what is the significance of using the fully qualified type name?",0.4469178666347191,Why does this make a difference?,0.40104370977015374,document,0.42398078820243645,0,0.0,0,0.0,0,0.0
216646,216650,092011 Stack Overflow,5351523,"You're going to have to give a lot more detail. You want the words ""Monday"", ""Tuesday"", etc., to be bold, in a string of text?",2011-01-28 03:09:11,83406,8654,1271,73,You're going to have to give a lot more detail.,0.2631188435424633,"You want the words ""Monday"", ""Tuesday"", etc., to be bold, in a string of text?",0.33489869029554753,document,0.2990087669190054,0,0.0,0,0.0,0,0.0
113480,113483,092011 Stack Overflow,2615255,"Does it have to be real-time or is batch replication ok?  Also, does the replication need to be in both directions or just B->A as stated?",2010-04-09 05:41:51,310446,2486,680,15,Does it have to be real-time or is batch replication ok?,0.4489176968607691,"Also, does the replication need to be in both directions or just B->A as stated?",0.5201857360696795,document,0.4845517164652243,0,0.0,0,0.0,0,0.0
285945,285951,092011 Stack Overflow,7054784,"Although I can't see the difference, I guess I'm using FBOs. So back to my original question, should I only ever use one FBO and only switch its targets?",2011-05-22 12:57:43,462113,1438,92,1,"Although I can't see the difference, I guess I'm using FBOs.",0.56963470460631,"So back to my original question, should I only ever use one FBO and only switch its targets?",0.4626936679373425,document,0.5161641862718263,0,0.0,0,0.0,0,0.0
359650,359659,092011 Super User,141983,the [question Wayne links to](http://superuser.com/questions/136964/3-monitors-to-a-single-pc) is definitely related but i'm not sure this counts as an exact duplicate.  what does the community think?,2010-05-11 01:09:30,12786,18704,2586,231,the [question Wayne links to](http://superuser.com/questions/136964/3-monitors-to-a-single-pc) is definitely related but i'm not sure this counts as an exact duplicate.,0.3555782477460439,what does the community think?,0.5531171933148257,document,0.4543477205304348,0,0.0,0,0.0,0,0.0
19927,19927,092011 Server Fault,68408,really? A downvote for attempting to answer a somewhat vague question?,2009-11-10 17:29:30,1936,2200,343,3,really?,0.439007418522547,A downvote for attempting to answer a somewhat vague question?,0.3696975702208638,document,0.4043524943717054,0,0.0,0,0.0,0,0.0
344395,344402,092011 Stack Overflow,8491262,Thanks you for your response. Do you have examle code ?,2011-08-17 12:21:01,609511,46,14,0,Thanks you for your response.,0.5303896235082928,Do you have examle code ?,0.5120138891220244,document,0.5212017563151585,0,0.0,0,0.0,0,0.0
270089,270095,092011 Stack Overflow,6665352,I have the same question. Does anybody have an answer to this?,2011-04-27 20:20:54,125099,801,129,1,I have the same question.,0.5555021133965611,Does anybody have an answer to this?,0.4128494551852593,document,0.4841757842909102,0,0.0,0,0.0,0,0.0
245460,245464,092011 Stack Overflow,6063675,Do you not have relationships defined in your schema between CourseByTutors -> Course and CourseByTutors -> User? Is that why you're joining them in your query?,2011-03-20 01:35:16,68015,17478,577,125,Do you not have relationships defined in your schema between CourseByTutors -> Course and CourseByTutors -> User?,0.3888184180827189,Is that why you're joining them in your query?,0.3181669043194417,document,0.3534926612010803,0,0.0,0,0.0,0,0.0
217367,217371,092011 Stack Overflow,5370386,"thank you very much, i wrote a basic setup of my situation here: http://jsfiddle.net/philippdatz/cujNP/10/ , but even in this case the error occurs. has this function simply forgotten by the mootools-team?",2011-01-29 16:57:11,595087,26,0,0,"thank you very much, i wrote a basic setup of my situation here: http://jsfiddle.net/philippdatz/cujNP/10/ , but even in this case the error occurs.",0.549367484425022,has this function simply forgotten by the mootools-team?,0.41596433319301157,document,0.48266590880901683,0,0.0,0,0.0,0,0.0
56544,56546,092011 Stack Overflow,937049,char encoding? UTF-8?,2009-07-13 16:48:49,111052,701,111,7,char encoding?,0.439007418522547,UTF-8?,0.439007418522547,document,0.439007418522547,0,0.0,0,0.0,0,0.0
335777,335783,092011 Stack Overflow,8286955,"Ahh, sorry about the code formatting.. It doesn't seem to work for me. I indent by four spaces, yes?",2011-08-05 04:21:05,879827,6,0,0,"Ahh, sorry about the code formatting..",0.5927763573662217,It doesn't seem to work for me.,0.5093549101493904,"I indent by four spaces, yes?",0.439007418522547,document,0.513712895346053,0,0.0,0,0.0
288549,288555,092011 Stack Overflow,7120626,"The main trouble is in this: I read nominator and denominator from textbox, with var dr1 = textBox1.Text.Split('/');   ! split, but how i can gettype from string ???",2011-05-26 06:59:40,707895,43,14,0,"The main trouble is in this: I read nominator and denominator from textbox, with var dr1 = textBox1.Text.Split('/');   !",0.5190780333146353,"split, but how i can gettype from string ??",0.2662912887006649,?,0.439007418522547,document,0.4081255801792824,0,0.0,0,0.0
289286,289292,092011 Stack Overflow,7139245,"Scott Bruns, thanks. But how do I do that exactly?",2011-05-27 04:20:50,693666,3,0,0,"Scott Bruns, thanks.",0.5066190502772034,But how do I do that exactly?,0.4747041521920121,document,0.4906616012346078,0,0.0,0,0.0,0,0.0
138590,138594,092011 Stack Overflow,3304062,"Sorry, I think I was a bit unclear; the cookie is only set if a visitor actively authenticates themselves on the user's site (by filling out a form). A redirection is a good idea that I hadn't considered, but wouldn't that cause extra unnecessary redirects if no main domain cookie exists?",2010-07-08 15:49:29,92313,14257,1493,24,"Sorry, I think I was a bit unclear; the cookie is only set if a visitor actively authenticates themselves on the user's site (by filling out a form).",0.5990688343515209,"A redirection is a good idea that I hadn't considered, but wouldn't that cause extra unnecessary redirects if no main domain cookie exists?",0.32957175701026953,document,0.4643202956808952,0,0.0,0,0.0,0,0.0
